Model	Displ	Cyl	Trans	Drive	Fuel	Sales Area	Stnd	Underhood ID	Veh Class	Air Pollution Score	FE Calc Appr	City MPG	Hwy MPG	Cmb MPG	Unadj Cmb MPG	Greenhouse Gas Score	SmartWay
JEEP Commander	4.7	(8 cyl)	Auto-L5	2WD	Gasoline	FA	B8	6CRXT04.75J0	SUV	3	N/A	14	18	15	19.5268	3	no
JEEP Commander	4.7	(8 cyl)	Auto-L5	4WD	Gasoline	FA	B8	6CRXT04.75J0	SUV	3	N/A	14	18	15	19.5268	3	no
JEEP Commander	4.7	(8 cyl)	Auto-L5	2WD	Gasoline	CA	B8	6CRXT04.75J0	SUV	3	N/A	14	18	15	19.5268	3	no
JEEP Commander	4.7	(8 cyl)	Auto-L5	4WD	Gasoline	CA	B8	6CRXT04.75J0	SUV	3	N/A	14	18	15	19.5268	3	no
JEEP Commander	5.7	(8 cyl)	Auto-L5	2WD	Gasoline	FA	B8	6CRXT05.75J0	SUV	3	N/A	13	18	15	19.1512	3	no
JEEP Commander	5.7	(8 cyl)	Auto-L5	4WD	Gasoline	FA	B8	6CRXT05.75J0	SUV	3	N/A	13	17	14	18.4128	2	no
JEEP Commander	5.7	(8 cyl)	Auto-L5	2WD	Gasoline	CA	B8	6CRXT05.75J0	SUV	3	N/A	13	18	15	19.1512	3	no
JEEP Commander	5.7	(8 cyl)	Auto-L5	4WD	Gasoline	CA	B8	6CRXT05.75J0	SUV	3	N/A	13	17	14	18.4128	2	no
JEEP Grand Cherokee	3.7	(6 cyl)	Auto-L5	2WD	Gasoline	FA	B5	6CRXT03.7NE0	SUV	6	N/A	15	21	17	22.2001	4	no
JEEP Grand Cherokee	3.7	(6 cyl)	Auto-L5	4WD	Gasoline	FA	B5	6CRXT03.7NE0	SUV	6	N/A	15	19	17	21.4501	4	no
JEEP Grand Cherokee	3.7	(6 cyl)	Auto-L5	2WD	Gasoline	CA	L2	6CRXT0226N70	SUV	6	N/A	15	21	17	22.2001	4	no
JEEP Grand Cherokee	3.7	(6 cyl)	Auto-L5	4WD	Gasoline	CA	L2	6CRXT0226N70	SUV	6	N/A	15	19	17	21.4501	4	no
JEEP Grand Cherokee	6.1	(8 cyl)	Auto-L5	4WD	Gasoline	FA	B5	6CRXT06.1PE0	SUV	6	N/A	11	14	12	15.7873	0	no
JEEP Grand Cherokee	6.1	(8 cyl)	Auto-L5	4WD	Gasoline	CA	L2	6CRXT06.1PE0	SUV	6	N/A	11	14	12	15.7873	0	no
JEEP Grand Cherokee	4.7	(8 cyl)	Auto-L5	2WD	Gasoline	FA	B8	6CRXT04.75J0	SUV	3	N/A	14	18	15	19.7702	3	no
JEEP Grand Cherokee	4.7	(8 cyl)	Auto-L5	4WD	Gasoline	FA	B8	6CRXT04.75J0	SUV	3	N/A	14	19	15	19.9283	3	no
JEEP Grand Cherokee	4.7	(8 cyl)	Auto-L5	2WD	Gasoline	CA	B8	6CRXT04.75J0	SUV	3	N/A	14	18	15	19.7702	3	no
JEEP Grand Cherokee	4.7	(8 cyl)	Auto-L5	4WD	Gasoline	CA	B8	6CRXT04.75J0	SUV	3	N/A	14	19	15	19.9283	3	no
JEEP Grand Cherokee	5.7	(8 cyl)	Auto-L5	2WD	Gasoline	FA	B8	6CRXT05.75J0	SUV	3	N/A	13	19	15	19.4854	3	no
JEEP Grand Cherokee	5.7	(8 cyl)	Auto-L5	4WD	Gasoline	FA	B8	6CRXT05.75J0	SUV	3	N/A	13	18	15	18.8314	3	no
JEEP Grand Cherokee	5.7	(8 cyl)	Auto-L5	2WD	Gasoline	CA	B8	6CRXT05.75J0	SUV	3	N/A	13	19	15	19.4854	3	no
JEEP Grand Cherokee	5.7	(8 cyl)	Auto-L5	4WD	Gasoline	CA	B8	6CRXT05.75J0	SUV	3	N/A	13	18	15	18.8314	3	no
JEEP Liberty	3.7	(6 cyl)	Auto-L4	2WD	Gasoline	FA	B5	6CRXT03.7NE0	SUV	6	N/A	15	21	17	22.3617	4	no
JEEP Liberty	3.7	(6 cyl)	Man-6	2WD	Gasoline	FA	B5	6CRXT03.7NE0	SUV	6	N/A	16	20	17	22.5264	4	no
JEEP Liberty	3.7	(6 cyl)	Auto-L4	4WD	Gasoline	FA	B5	6CRXT03.7NE0	SUV	6	N/A	15	20	17	21.9861	4	no
JEEP Liberty	3.7	(6 cyl)	Man-6	4WD	Gasoline	FA	B5	6CRXT03.7NE0	SUV	6	N/A	16	20	17	22.5264	4	no
JEEP Liberty	3.7	(6 cyl)	Auto-L4	2WD	Gasoline	CA	L2	6CRXT0226N70	SUV	6	N/A	15	21	17	22.3617	4	no
JEEP Liberty	3.7	(6 cyl)	Man-6	2WD	Gasoline	CA	L2	6CRXT0226N70	SUV	6	N/A	16	20	17	22.5264	4	no
JEEP Liberty	3.7	(6 cyl)	Auto-L4	4WD	Gasoline	CA	L2	6CRXT0226N70	SUV	6	N/A	15	20	17	21.9861	4	no
JEEP Liberty	3.7	(6 cyl)	Man-6	4WD	Gasoline	CA	L2	6CRXT0226N70	SUV	6	N/A	16	20	17	22.5264	4	no
JEEP Liberty	2.8	(4 cyl)	Auto-L5	4WD	diesel	FA	B10	6CRXT02.82RX	SUV	1	N/A	19	23	21	27.1931	5	no
JEEP TJ	2.4	(4 cyl)	Man-6	4WD	Gasoline	FA	B5	6CRXT02.4ME0	SUV	6	N/A	16	19	17	22.449	4	no
JEEP TJ	2.4	(4 cyl)	Man-6	4WD	Gasoline	CA	L2	6CRXT02.4ME0	SUV	6	N/A	16	19	17	22.449	4	no
JEEP TJ	2.4	(4 cyl)	Man-6	4WD	Gasoline	CF	N/A*	6CRXT02.4ME0	SUV	N/A*	N/A	N/A*	N/A*	N/A*	N/A*	N/A*	N/A*
JEEP TJ	4	(6 cyl)	Auto-L4	4WD	Gasoline	FA	B9	6CRXT04.02N0	SUV	2	N/A	13	16	14	18.3036	2	no
JEEP TJ	4	(6 cyl)	Man-6	4WD	Gasoline	FA	B9	6CRXT04.02N0	SUV	2	N/A	13	17	15	19.044	3	no
JEEP TJ	4	(6 cyl)	Auto-L4	4WD	Gasoline	CA	LEV	6CRXT04.02N0	SUV	2	N/A	13	16	14	18.3036	2	no
JEEP TJ	4	(6 cyl)	Man-6	4WD	Gasoline	CA	LEV	6CRXT04.02N0	SUV	2	N/A	13	17	15	19.044	3	no
JEEP TJ	4	(6 cyl)	Auto-L4	4WD	Gasoline	CF	N/A*	6CRXT04.02N0	SUV	N/A*	N/A	N/A*	N/A*	N/A*	N/A*	N/A*	N/A*
JEEP TJ	4	(6 cyl)	Man-6	4WD	Gasoline	CF	N/A*	6CRXT04.02N0	SUV	N/A*	N/A	N/A*	N/A*	N/A*	N/A*	N/A*	N/A*
JEEP Wrangler	2.4	(4 cyl)	Man-6	4WD	Gasoline	FA	B5	6CRXT02.4ME0	SUV	6	N/A	16	19	17	22.449	4	no
JEEP Wrangler	2.4	(4 cyl)	Man-6	4WD	Gasoline	CA	L2	6CRXT02.4ME0	SUV	6	N/A	16	19	17	22.449	4	no
JEEP Wrangler	2.4	(4 cyl)	Man-6	4WD	Gasoline	CF	N/A*	6CRXT02.4ME0	SUV	N/A*	N/A	N/A*	N/A*	N/A*	N/A*	N/A*	N/A*
JEEP Wrangler	4	(6 cyl)	Auto-L4	4WD	Gasoline	FA	B9	6CRXT04.02N0	SUV	2	N/A	13	16	14	18.3036	2	no
JEEP Wrangler	4	(6 cyl)	Man-6	4WD	Gasoline	FA	B9	6CRXT04.02N0	SUV	2	N/A	13	17	15	19.044	3	no
JEEP Wrangler	4	(6 cyl)	Auto-L4	4WD	Gasoline	CA	LEV	6CRXT04.02N0	SUV	2	N/A	13	16	14	18.3036	2	no
JEEP Wrangler	4	(6 cyl)	Man-6	4WD	Gasoline	CA	LEV	6CRXT04.02N0	SUV	2	N/A	13	17	15	19.044	3	no
JEEP Wrangler	4	(6 cyl)	Auto-L4	4WD	Gasoline	CF	N/A*	6CRXT04.02N0	SUV	N/A*	N/A	N/A*	N/A*	N/A*	N/A*	N/A*	N/A*
JEEP Wrangler	4	(6 cyl)	Man-6	4WD	Gasoline	CF	N/A*	6CRXT04.02N0	SUV	N/A*	N/A	N/A*	N/A*	N/A*	N/A*	N/A*	N/A*
KIA Amanti	3.5	(6 cyl)	Auto-L5	2WD	Gasoline	FA	B9	6KMXV03.5HL9	large car	2	N/A	15	23	18	23.0617	5	no
KIA Amanti	3.5	(6 cyl)	Auto-L5	2WD	Gasoline	CA	LEV	6KMXV03.5HL9	large car	2	N/A	15	23	18	23.0617	5	no
KIA Optima	2.4	(4 cyl)	Auto-L5	2WD	Gasoline	CA	U2	6KMXV02.4NW5	midsize car	7	N/A	21	31	25	32.452	7	yes
KIA Optima	2.4	(4 cyl)	Man-5	2WD	Gasoline	CA	U2	6KMXV02.4NW5	midsize car	7	N/A	21	31	25	32.6623	7	yes
KIA Optima	2.7	(6 cyl)	Auto-L5	2WD	Gasoline	CA	U2	6KMXV02.7TW5	midsize car	7	N/A	20	28	23	29.5276	7	yes
KIA Optima	2.4	(4 cyl)	Auto-L5	2WD	Gasoline	FA	B5	6KMXV02.4NW5	midsize car	6	N/A	21	31	25	32.452	7	yes
KIA Optima	2.4	(4 cyl)	Man-5	2WD	Gasoline	FA	B5	6KMXV02.4NW5	midsize car	6	N/A	21	31	25	32.6623	7	yes
KIA Optima	2.7	(6 cyl)	Auto-L5	2WD	Gasoline	FA	B5	6KMXV02.7TW5	midsize car	6	N/A	20	28	23	29.5276	7	yes
KIA Optima	2.4	(4 cyl)	Auto-L4	2WD	Gasoline	FA	B9	6KMXV02.4ML9	midsize car	2	N/A	19	28	22	29.0566	6	no
KIA Optima	2.4	(4 cyl)	Man-5	2WD	Gasoline	FA	B9	6KMXV02.4ML9	midsize car	2	N/A	20	27	23	29.7344	7	no
KIA Optima	2.4	(4 cyl)	Auto-L4	2WD	Gasoline	CA	LEV	6KMXV02.4ML9	midsize car	2	N/A	19	28	22	29.0566	6	no
KIA Optima	2.4	(4 cyl)	Man-5	2WD	Gasoline	CA	LEV	6KMXV02.4ML9	midsize car	2	N/A	20	27	23	29.7344	7	no
KIA Optima	2.7	(6 cyl)	Auto-L4	2WD	Gasoline	FA	B9	6KMXV02.7SL9	midsize car	2	N/A	18	25	21	26.913	6	no
KIA Optima	2.7	(6 cyl)	Auto-L4	2WD	Gasoline	CA	LEV	6KMXV02.7SL9	midsize car	2	N/A	18	25	21	26.913	6	no
KIA Rio	1.6	(4 cyl)	Auto-L4	2WD	Gasoline	CA	U2	6KMXV01.6BW5	small car	7	N/A	25	35	29	38.0236	8	yes
KIA Rio	1.6	(4 cyl)	Man-5	2WD	Gasoline	CA	U2	6KMXV01.6BW5	small car	7	N/A	27	32	29	39.0123	8	yes
KIA Rio	1.6	(4 cyl)	Auto-L4	2WD	Gasoline	FA	B5	6KMXV01.6BW5	small car	6	N/A	25	35	29	38.0236	8	yes
KIA Rio	1.6	(4 cyl)	Man-5	2WD	Gasoline	FA	B5	6KMXV01.6BW5	small car	6	N/A	27	32	29	39.0123	8	yes
KIA Sedona	3.8	(6 cyl)	Auto-L5	2WD	Gasoline	CA	U2	6KMXT03.8VW5	minivan	7	N/A	16	23	18	23.785	5	no
KIA Sedona	3.8	(6 cyl)	Auto-L5	2WD	Gasoline	FA	B5	6KMXT03.8VW5	minivan	6	N/A	16	23	18	23.785	5	no
KIA Sorento	3.5	(6 cyl)	Auto-L5	2WD	Gasoline	FA	B5	6KMXT03.5CM5	SUV	6	N/A	14	20	16	21.0729	4	no
KIA Sorento	3.5	(6 cyl)	Man-5	2WD	Gasoline	FA	B5	6KMXT03.5CM5	SUV	6	N/A	15	19	16	20.908	4	no
KIA Sorento	3.5	(6 cyl)	Auto-L5	4WD	Gasoline	FA	B5	6KMXT03.5CM5	SUV	6	N/A	13	18	15	19.222	3	no
KIA Sorento	3.5	(6 cyl)	Man-5	4WD	Gasoline	FA	B5	6KMXT03.5CM5	SUV	6	N/A	14	18	16	20.3767	4	no
KIA Sorento	3.5	(6 cyl)	Auto-L5	2WD	Gasoline	CA	L2	6KMXT03.5CM5	SUV	6	N/A	14	20	16	21.0729	4	no
KIA Sorento	3.5	(6 cyl)	Man-5	2WD	Gasoline	CA	L2	6KMXT03.5CM5	SUV	6	N/A	15	19	16	20.908	4	no
KIA Sorento	3.5	(6 cyl)	Auto-L5	4WD	Gasoline	CA	L2	6KMXT03.5CM5	SUV	6	N/A	13	18	15	19.222	3	no
KIA Sorento	3.5	(6 cyl)	Man-5	4WD	Gasoline	CA	L2	6KMXT03.5CM5	SUV	6	N/A	14	18	16	20.3767	4	no
KIA Spectra	2	(4 cyl)	Auto-L4	2WD	Gasoline	CA	S2	6KMXV02.0LPC	midsize car	9.5	N/A	22	31	25	33.2721	7	yes
KIA Spectra	2	(4 cyl)	Man-5	2WD	Gasoline	FA	B4	6KMXV02.0LW4	midsize car	7	N/A	22	30	25	32.3998	7	yes
KIA Spectra	2	(4 cyl)	Auto-L4	2WD	Gasoline	FA	B4	6KMXV02.0LW4	midsize car	7	N/A	22	31	25	33.2721	7	yes
KIA Spectra	2	(4 cyl)	Man-5	2WD	Gasoline	CA	U2	6KMXV02.0LW4	midsize car	7	N/A	22	30	25	32.3998	7	yes
KIA Spectra	2	(4 cyl)	Auto-L4	2WD	Gasoline	CA	U2	6KMXV02.0LW4	midsize car	7	N/A	22	31	25	33.2721	7	yes
KIA Sportage	2.7	(6 cyl)	Auto-L4	2WD	Gasoline	FA	B5	6KMXT02.7KM5	SUV	6	N/A	17	23	20	25.4118	6	no
KIA Sportage	2.7	(6 cyl)	Auto-L4	4WD	Gasoline	FA	B5	6KMXT02.7KM5	SUV	6	N/A	17	21	19	24.1702	5	no
KIA Sportage	2.7	(6 cyl)	Auto-L4	2WD	Gasoline	CA	L2	6KMXT02.7KM5	SUV	6	N/A	17	23	20	25.4118	6	no
KIA Sportage	2.7	(6 cyl)	Auto-L4	4WD	Gasoline	CA	L2	6KMXT02.7KM5	SUV	6	N/A	17	21	19	24.1702	5	no
KIA Sportage	2	(4 cyl)	Auto-L4	2WD	Gasoline	CA	ULEV	6KMXT02.0KU9	SUV	3	N/A	19	25	22	28.175	6	no
KIA Sportage	2	(4 cyl)	Man-5	2WD	Gasoline	CA	ULEV	6KMXT02.0KU9	SUV	3	N/A	20	25	22	28.6029	6	no
KIA Sportage	2	(4 cyl)	Auto-L4	2WD	Gasoline	FA	B9	6KMXT02.0KU9	SUV	2	N/A	19	25	22	28.175	6	no
KIA Sportage	2	(4 cyl)	Man-5	2WD	Gasoline	FA	B9	6KMXT02.0KU9	SUV	2	N/A	20	25	22	28.6029	6	no
KIA Sportage	2	(4 cyl)	Man-5	4WD	Gasoline	FA	B9	6KMXT02.0KV9	SUV	2	N/A	19	24	21	27.1302	6	no
KIA Sportage	2	(4 cyl)	Man-5	4WD	Gasoline	CA	ULEV	6KMXT02.0KV9	SUV	2	N/A	19	24	21	27.1302	6	no
LAMBORGHINI Gallardo	5	(10 cyl)	Man-6	4WD	Gasoline	FA	B9	6NLXV05.0406	small car	2	N/A	10	16	12	15.1282	0	no
LAMBORGHINI Gallardo	5	(10 cyl)	Man-6	4WD	Gasoline	FA	B9	6NLXV05.0406	small car	2	N/A	10	16	12	15.5526	0	no
LAMBORGHINI Gallardo	5	(10 cyl)	Auto-S6	4WD	Gasoline	FA	B9	6NLXV05.0406	small car	2	N/A	11	16	13	16.1559	1	no
LAMBORGHINI Gallardo	5	(10 cyl)	Auto-S6	4WD	Gasoline	FA	B9	6NLXV05.0406	small car	2	N/A	11	17	13	16.4329	1	no
LAMBORGHINI Gallardo	5	(10 cyl)	Man-6	4WD	Gasoline	CA	LEV	6NLXV05.0406	small car	2	N/A	10	16	12	15.1282	0	no
LAMBORGHINI Gallardo	5	(10 cyl)	Man-6	4WD	Gasoline	CA	LEV	6NLXV05.0406	small car	2	N/A	10	16	12	15.5526	0	no
LAMBORGHINI Gallardo	5	(10 cyl)	Auto-S6	4WD	Gasoline	CA	LEV	6NLXV05.0406	small car	2	N/A	11	16	13	16.1559	1	no
LAMBORGHINI Gallardo	5	(10 cyl)	Auto-S6	4WD	Gasoline	CA	LEV	6NLXV05.0406	small car	2	N/A	11	17	13	16.4329	1	no
LAMBORGHINI Murcielago	6.2	(12 cyl)	Man-6	4WD	Gasoline	FA	B9	6NLXV06.2474	small car	2	N/A	8	13	10	12.5105	0	no
LAMBORGHINI Murcielago	6.2	(12 cyl)	Auto-S6	4WD	Gasoline	FA	B9	6NLXV06.2474	small car	2	N/A	10	16	12	15.233	0	no
LAMBORGHINI Murcielago	6.2	(12 cyl)	Man-6	4WD	Gasoline	CA	LEV	6NLXV06.2474	small car	2	N/A	8	13	10	12.5105	0	no
LAMBORGHINI Murcielago	6.2	(12 cyl)	Auto-S6	4WD	Gasoline	CA	LEV	6NLXV06.2474	small car	2	N/A	10	16	12	15.233	0	no
LAND ROVER LR3	4	(6 cyl)	Auto-S6	4WD	Gasoline	FA	B8	6LRXT04.0001	SUV	3	N/A	13	18	14	18.4335	2	no
LAND ROVER LR3	4	(6 cyl)	Auto-S6	4WD	Gasoline	CA	B8	6LRXT04.0001	SUV	3	N/A	13	18	14	18.4335	2	no
LAND ROVER LR3	4.4	(8 cyl)	Auto-S6	4WD	Gasoline	FA	B8	6LRXT04.2001	SUV	3	N/A	13	17	14	18.3252	2	no
LAND ROVER LR3	4.4	(8 cyl)	Auto-S6	4WD	Gasoline	CA	B8	6LRXT04.2001	SUV	3	N/A	13	17	14	18.3252	2	no
LAND ROVER Range Rover	4.2	(8 cyl)	Auto-S6	4WD	Gasoline	FA	B8	6LRXT04.2001	SUV	3	N/A	12	17	14	17.5193	2	no
LAND ROVER Range Rover	4.2	(8 cyl)	Auto-S6	4WD	Gasoline	CA	B8	6LRXT04.2001	SUV	3	N/A	12	17	14	17.5193	2	no
LAND ROVER Range Rover	4.4	(8 cyl)	Auto-S6	4WD	Gasoline	FA	B8	6LRXT04.2001	SUV	3	N/A	13	17	14	18.3252	2	no
LAND ROVER Range Rover	4.4	(8 cyl)	Auto-S6	4WD	Gasoline	CA	B8	6LRXT04.2001	SUV	3	N/A	13	17	14	18.3252	2	no
LAND ROVER Range Rover Sport	4.2	(8 cyl)	Auto-S6	4WD	Gasoline	FA	B8	6LRXT04.2001	SUV	3	N/A	12	17	14	17.5193	2	no
LAND ROVER Range Rover Sport	4.2	(8 cyl)	Auto-S6	4WD	Gasoline	CA	B8	6LRXT04.2001	SUV	3	N/A	12	17	14	17.5193	2	no
LAND ROVER Range Rover Sport	4.4	(8 cyl)	Auto-S6	4WD	Gasoline	FA	B8	6LRXT04.2001	SUV	3	N/A	12	18	14	18.4617	2	no
LAND ROVER Range Rover Sport	4.4	(8 cyl)	Auto-S6	4WD	Gasoline	CA	B8	6LRXT04.2001	SUV	3	N/A	12	18	14	18.4617	2	no
LEXUS ES 330	3.3	(6 cyl)	Auto-L5	2WD	Gasoline	CA	U2	6TYXV03.3BEA	midsize car	7	N/A	18	27	21	27.7565	6	yes
LEXUS ES 330	3.3	(6 cyl)	Auto-L5	2WD	Gasoline	FA	B5	6TYXV03.3BEA	midsize car	6	N/A	18	27	21	27.7565	6	no
LEXUS GS 300	3	(6 cyl)	Auto-S6	4WD	Gasoline	CA	ULEV	6TYXV03.0WMB	midsize car	3	N/A	19	25	21	27.4757	6	no
LEXUS GS 300	3	(6 cyl)	Auto-S6	2WD	Gasoline	CA	ULEV	6TYXV03.0WMB	midsize car	3	N/A	19	27	22	28.9504	6	no
LEXUS GS 300	4.3	(8 cyl)	Auto-S6	2WD	Gasoline	CA	ULEV	6TYXV04.3WMA	midsize car	3	N/A	16	23	19	24.4408	5	no
LEXUS GS 300	3	(6 cyl)	Auto-S6	4WD	Gasoline	FA	B9	6TYXV03.0WMB	midsize car	2	N/A	19	25	21	27.4757	6	no
LEXUS GS 300	3	(6 cyl)	Auto-S6	2WD	Gasoline	FA	B9	6TYXV03.0WMB	midsize car	2	N/A	19	27	22	28.9504	6	no
LEXUS GS 300	4.3	(8 cyl)	Auto-S6	2WD	Gasoline	FA	B9	6TYXV04.3WMA	midsize car	2	N/A	16	23	19	24.4408	5	no
LEXUS GS 430	3	(6 cyl)	Auto-S6	2WD	Gasoline	CA	ULEV	6TYXV03.0WMB	midsize car	3	N/A	19	27	22	28.9504	6	no
LEXUS GS 430	4.3	(8 cyl)	Auto-S6	2WD	Gasoline	CA	ULEV	6TYXV04.3WMA	midsize car	3	N/A	16	23	19	24.4408	5	no
LEXUS GS 430	3	(6 cyl)	Auto-S6	2WD	Gasoline	FA	B9	6TYXV03.0WMB	midsize car	2	N/A	19	27	22	28.9504	6	no
LEXUS GS 430	4.3	(8 cyl)	Auto-S6	2WD	Gasoline	FA	B9	6TYXV04.3WMA	midsize car	2	N/A	16	23	19	24.4408	5	no
LEXUS GX 470	4.7	(8 cyl)	Auto-L5	4WD	Gasoline	CA	U2	6TYXT04.7PKX	SUV	7	N/A	14	18	15	19.6279	3	no
LEXUS GX 470	4.7	(8 cyl)	Auto-L5	4WD	Gasoline	FA	B8	6TYXT04.7PKX	SUV	3	N/A	14	18	15	19.6279	3	no
LEXUS IS 250	2.5	(6 cyl)	Man-6	2WD	Gasoline	CA	U2	6TYXV02.5PEA	small car	7	N/A	18	26	21	27.3547	6	yes
LEXUS IS 250	2.5	(6 cyl)	Auto-S6	4WD	Gasoline	CA	U2	6TYXV02.5PEA	small car	7	N/A	20	26	22	28.7628	6	yes
LEXUS IS 250	2.5	(6 cyl)	Auto-S6	2WD	Gasoline	CA	U2	6TYXV02.5PEA	small car	7	N/A	21	29	24	31.7199	7	yes
LEXUS IS 250	2.5	(6 cyl)	Man-6	2WD	Gasoline	FA	B5	6TYXV02.5PEA	small car	6	N/A	18	26	21	27.3547	6	no
LEXUS IS 250	2.5	(6 cyl)	Auto-S6	4WD	Gasoline	FA	B5	6TYXV02.5PEA	small car	6	N/A	20	26	22	28.7628	6	no
LEXUS IS 250	2.5	(6 cyl)	Auto-S6	2WD	Gasoline	FA	B5	6TYXV02.5PEA	small car	6	N/A	21	29	24	31.7199	7	yes
LEXUS IS 350	3.5	(6 cyl)	Auto-S6	2WD	Gasoline	CA	U2	6TYXV03.5PEB	small car	7	N/A	19	26	21	27.9007	6	yes
LEXUS IS 350	3.5	(6 cyl)	Auto-S6	2WD	Gasoline	FA	B5	6TYXV03.5PEB	small car	6	N/A	19	26	21	27.9007	6	no
LEXUS LS 430	4.3	(8 cyl)	Auto-S6	2WD	Gasoline	CA	ULEV	6TYXV04.3WMA	large car	3	N/A	16	23	19	24.6037	5	no
LEXUS LS 430	4.3	(8 cyl)	Auto-S6	2WD	Gasoline	FA	B9	6TYXV04.3WMA	large car	2	N/A	16	23	19	24.6037	5	no
LEXUS LX 470	4.7	(8 cyl)	Auto-L5	4WD	Gasoline	CA	L2	6TYXT04.7NKY	SUV	6	N/A	12	15	13	17.2511	1	no
LEXUS LX 470	4.7	(8 cyl)	Auto-L5	4WD	Gasoline	FA	B8	6TYXT04.7NKY	SUV	3	N/A	12	15	13	17.2511	1	no
LEXUS RX 330	3.3	(6 cyl)	Auto-S5	2WD	Gasoline	CA	U2	6TYXT03.3BEM	SUV	7	N/A	17	23	19	25.1965	5	no
LEXUS RX 330	3.3	(6 cyl)	Auto-L5	2WD	Gasoline	CA	U2	6TYXT03.3BEM	SUV	7	N/A	17	23	20	25.4149	6	yes
LEXUS RX 330	3.3	(6 cyl)	Auto-S5	4WD	Gasoline	CA	U2	6TYXT03.3BEM	SUV	7	N/A	16	22	18	23.9164	5	no
LEXUS RX 330	3.3	(6 cyl)	Auto-L5	4WD	Gasoline	CA	U2	6TYXT03.3BEM	SUV	7	N/A	16	22	19	24.0278	5	no
LEXUS RX 330	3.3	(6 cyl)	Auto-S5	2WD	Gasoline	FA	B5	6TYXT03.3BEM	SUV	6	N/A	17	23	19	25.1965	5	no
LEXUS RX 330	3.3	(6 cyl)	Auto-L5	2WD	Gasoline	FA	B5	6TYXT03.3BEM	SUV	6	N/A	17	23	20	25.4149	6	no
LEXUS RX 330	3.3	(6 cyl)	Auto-S5	4WD	Gasoline	FA	B5	6TYXT03.3BEM	SUV	6	N/A	16	22	18	23.9164	5	no
LEXUS RX 330	3.3	(6 cyl)	Auto-L5	4WD	Gasoline	FA	B5	6TYXT03.3BEM	SUV	6	N/A	16	22	19	24.0278	5	no
LEXUS RX 400H	3.3	(6 cyl)	Auto-AV	2WD	Gasoline	CA	S2	6TYXT03.3CC1	SUV	9	N/A	28	25	27	36.2034	8	yes
LEXUS RX 400H	3.3	(6 cyl)	Auto-AV	4WD	Gasoline	CA	S2	6TYXT03.3CC1	SUV	9	N/A	27	25	26	34.2666	8	yes
LEXUS RX 400H	3.3	(6 cyl)	Auto-AV	2WD	Gasoline	FA	B3	6TYXT03.3CC1	SUV	8	N/A	28	25	27	36.2034	8	yes
LEXUS RX 400H	3.3	(6 cyl)	Auto-AV	4WD	Gasoline	FA	B3	6TYXT03.3CC1	SUV	8	N/A	27	25	26	34.2666	8	yes
LEXUS SC 430	4.3	(8 cyl)	Auto-S6	2WD	Gasoline	CA	ULEV	6TYXV04.3WMA	small car	3	N/A	17	23	19	24.6893	5	no
LEXUS SC 430	4.3	(8 cyl)	Auto-S6	2WD	Gasoline	FA	B9	6TYXV04.3WMA	small car	2	N/A	17	23	19	24.6893	5	no
LINCOLN LS	3.9	(8 cyl)	Auto-L5	2WD	Gasoline	FC	B8	6FMXV03.91H5	midsize car	3	N/A	16	22	18	23.1285	5	no
LINCOLN LS	3.9	(8 cyl)	Auto-S5	2WD	Gasoline	FC	B8	6FMXV03.91H5	midsize car	3	N/A	16	23	18	23.7449	5	no
LINCOLN Mark LT	5.4	(8 cyl)	Auto-L4	2WD	Gasoline	FC	B8	6FMXT05.4RI7	pickup	3	N/A	13	18	15	19.0343	3	no
LINCOLN Mark LT	5.4	(8 cyl)	Auto-L4	4WD	Gasoline	FC	B8	6FMXT05.4RI7	pickup	3	N/A	12	16	14	17.7986	2	no
LINCOLN Mark LT	5.4	(8 cyl)	Auto-L4	2WD	Gasoline	CF	N/A*	6FMXT05.4RI7	pickup	N/A*	N/A	N/A*	N/A*	N/A*	N/A*	N/A*	N/A*
LINCOLN Mark LT	5.4	(8 cyl)	Auto-L4	4WD	Gasoline	CF	N/A*	6FMXT05.4RI7	pickup	N/A*	N/A	N/A*	N/A*	N/A*	N/A*	N/A*	N/A*
LINCOLN Navigator	5.4	(8 cyl)	Auto-L6	2WD	Gasoline	FC	B8	6FMXT05.4RI7	SUV	3	N/A	11	16	13	16.9979	1	no
LINCOLN Navigator	5.4			4WD	Gasoline	FC	B8	6FMXT05.4RI7	SUV	3	N/A	N/A	N/A	N/A	N/A	N/A	no
LINCOLN Navigator	5.4	(8 cyl)	Auto-L6	2WD	Gasoline	CF	N/A*	6FMXT05.4RI7	SUV	N/A*	N/A	N/A*	N/A*	N/A*	N/A*	N/A*	N/A*
LINCOLN Navigator	5.4			4WD	Gasoline	CF	N/A*	6FMXT05.4RI7	SUV	N/A*	N/A	N/A	N/A	N/A	N/A*	N/A*	N/A*
LINCOLN Town Car	4.6	(8 cyl)	Auto-L4	2WD	ethanol/gas	FA	B5	6FMXV04.6VE2	large car	6/6	N/A	11/15	17/23	13/18	16.8725	6/5	no
LINCOLN Town Car	4.6	(8 cyl)	Auto-L4	2WD	Gasoline	FA	B5	6FMXV04.6VE8	large car	6	N/A	15	23	18	23.0867	5	no
LINCOLN Town Car	4.6	(8 cyl)	Auto-L4	2WD	Gasoline	CA	L2	6FMXV04.6VE8	large car	6	N/A	15	23	18	23.0867	5	no
