Model	Displ	Cyl	Trans	Drive	Fuel	Sales Area	Stnd	Underhood ID	Veh Class	Air Pollution Score	FE Calc Appr	City MPG	Hwy MPG	Cmb MPG	Unadj Cmb MPG	Greenhouse Gas Score	SmartWay
HONDA CR-V	2.4	(4 cyl)	Auto-L5	4WD	Gasoline	CA	L2	6HNXB02.4EKC	SUV	6	N/A	20	25	22	28.2462	6	no
HONDA Civic	1.8	(4 cyl)	Auto-L5	2WD	CNG	CA	S2	6HNXV01.8BW3	small car	9.5	N/A	24	36	28	37.5195	9	yes
HONDA Civic	1.8	(4 cyl)	Auto-L5	2WD	CNG	FA	B2	6HNXV01.8BW3	small car	9	N/A	24	36	28	37.5195	9	yes
HONDA Civic	1.8	(4 cyl)	Man-5	2WD	Gasoline	CA	U2	6HNXV01.8JKR	small car	7	N/A	26	34	29	39.024	8	yes
HONDA Civic	1.8	(4 cyl)	Auto-L5	2WD	Gasoline	CA	U2	6HNXV01.8JKR	small car	7	N/A	26	36	30	39.3796	8	yes
HONDA Civic	1.8	(4 cyl)	Man-5	2WD	Gasoline	FA	B5	6HNXV01.8JKR	small car	6	N/A	26	34	29	39.024	8	yes
HONDA Civic	1.8	(4 cyl)	Auto-L5	2WD	Gasoline	FA	B5	6HNXV01.8JKR	small car	6	N/A	26	36	30	39.3796	8	yes
HONDA Civic	2	(4 cyl)	Man-6	2WD	Gasoline	FA	B5	6HNXV02.4FKC	small car	6	N/A	20	29	23	30.6791	7	yes
HONDA Civic	2	(4 cyl)	Man-6	2WD	Gasoline	CA	L2	6HNXV02.4FKC	small car	6	N/A	20	29	23	30.6791	7	yes
HONDA Civic Hybrid	1.3	(4 cyl)	Auto-AV	2WD	Gasoline	CA	S2	6HNXV01.3XCP	small car	9.5	N/A	40	45	42	58.8362	10	yes
HONDA Civic Hybrid	1.3	(4 cyl)	Auto-AV	2WD	Gasoline	FA	B2	6HNXV01.3XCP	small car	9	N/A	40	45	42	58.8362	10	yes
HONDA Element	2.4	(4 cyl)	Man-5	2WD	Gasoline	FA	B5	6HNXB02.4EKC	SUV	6	N/A	19	23	21	26.917	6	no
HONDA Element	2.4	(4 cyl)	Auto-L4	2WD	Gasoline	FA	B5	6HNXB02.4EKC	SUV	6	N/A	19	24	21	27.6956	6	no
HONDA Element	2.4	(4 cyl)	Man-5	4WD	Gasoline	FA	B5	6HNXB02.4EKC	SUV	6	N/A	18	22	20	26.1319	6	no
HONDA Element	2.4	(4 cyl)	Auto-L4	4WD	Gasoline	FA	B5	6HNXB02.4EKC	SUV	6	N/A	19	23	20	26.4302	6	no
HONDA Element	2.4	(4 cyl)	Man-5	2WD	Gasoline	CA	L2	6HNXB02.4EKC	SUV	6	N/A	19	23	21	26.917	6	no
HONDA Element	2.4	(4 cyl)	Auto-L4	2WD	Gasoline	CA	L2	6HNXB02.4EKC	SUV	6	N/A	19	24	21	27.6956	6	no
HONDA Element	2.4	(4 cyl)	Man-5	4WD	Gasoline	CA	L2	6HNXB02.4EKC	SUV	6	N/A	18	22	20	26.1319	6	no
HONDA Element	2.4	(4 cyl)	Auto-L4	4WD	Gasoline	CA	L2	6HNXB02.4EKC	SUV	6	N/A	19	23	20	26.4302	6	no
HONDA Insight	1	(3 cyl)	Auto-AV	2WD	Gasoline	CA	S2	6HNXV01.0VK5	small car	9	N/A	45	49	47	66.3989	10	yes
HONDA Insight	1	(3 cyl)	Auto-AV	2WD	Gasoline	FA	B5	6HNXV01.0VK5	small car	6	N/A	45	49	47	66.3989	10	yes
HONDA Insight	1	(3 cyl)	Man-5	2WD	Gasoline	CA	ULEV	6HNXV01.0YJV	small car	3	N/A	48	58	52	73.7824	10	no
HONDA Insight	1	(3 cyl)	Man-5	2WD	Gasoline	FA	B9	6HNXV01.0YJV	small car	2	N/A	48	58	52	73.7824	10	no
HONDA Odyssey	3.5	(6 cyl)	Auto-L5	2WD	Gasoline	CA	U2	6HNXT03.5TKR	minivan	7	N/A	17	23	19	24.8992	5	no
HONDA Odyssey	3.5	(6 cyl)	Auto-L5	2WD	Gasoline	CA	U2	6HNXT03.5TKR	minivan	7	N/A	17	26	20	26.5289	6	no
HONDA Odyssey	3.5	(6 cyl)	Auto-L5	2WD	Gasoline	FA	B5	6HNXT03.5TKR	minivan	6	N/A	17	23	19	24.8992	5	no
HONDA Odyssey	3.5	(6 cyl)	Auto-L5	2WD	Gasoline	FA	B5	6HNXT03.5TKR	minivan	6	N/A	17	26	20	26.5289	6	no
HONDA Pilot	3.5	(6 cyl)	Auto-L5	2WD	Gasoline	CA	U2	6HNXT03.5TKR	SUV	7	N/A	16	22	18	23.5655	5	no
HONDA Pilot	3.5	(6 cyl)	Auto-L5	4WD	Gasoline	CA	U2	6HNXT03.5RKR	SUV	7	N/A	15	20	17	21.942	4	no
HONDA Pilot	3.5	(6 cyl)	Auto-L5	2WD	Gasoline	FA	B5	6HNXT03.5TKR	SUV	6	N/A	16	22	18	23.5655	5	no
HONDA Pilot	3.5	(6 cyl)	Auto-L5	4WD	Gasoline	FA	B5	6HNXT03.5RKR	SUV	6	N/A	15	20	17	21.942	4	no
HONDA Ridgeline	3.5	(6 cyl)	Auto-L5	4WD	Gasoline	CA	U2	6HNXT03.5AKR	pickup	7	N/A	15	20	17	21.3902	4	no
HONDA Ridgeline	3.5	(6 cyl)	Auto-L5	4WD	Gasoline	FA	B5	6HNXT03.5AKR	pickup	6	N/A	15	20	17	21.3902	4	no
HONDA S2000	2.2	(4 cyl)	Man-6	2WD	Gasoline	FA	B5	6HNXV02.2CKC	small car	6	N/A	18	24	20	26.0621	6	no
HONDA S2000	2.2	(4 cyl)	Man-6	2WD	Gasoline	CA	L2	6HNXV02.2CKC	small car	6	N/A	18	24	20	26.0621	6	no
HUMMER H2	6			4WD	Gasoline	FA	B11	6GMXT06.0394	SUV	0	N/A	N/A	N/A	N/A	N/A	N/A	no
HUMMER H2	6			4WD	Gasoline	CA	LEV	6GMXT06.0394	SUV	0	N/A	N/A	N/A	N/A	N/A	N/A	no
HUMMER H3	3.5	(5 cyl)	Auto-L4	4WD	Gasoline	FC	B9	6GMXT03.5187	SUV	2	N/A	14	18	16	20.2358	4	no
HUMMER H3	3.5	(5 cyl)	Man-5	4WD	Gasoline	FC	B9	6GMXT03.5187	SUV	2	N/A	14	18	16	20.3479	4	no
HYUNDAI Accent	1.6	(4 cyl)	Auto-L4	2WD	Gasoline	CA	U2	6HYXV01.6MW5	small car	7	N/A	25	33	28	36.9633	8	yes
HYUNDAI Accent	1.6	(4 cyl)	Man-5	2WD	Gasoline	CA	U2	6HYXV01.6MW5	small car	7	N/A	27	32	29	39.1252	8	yes
HYUNDAI Accent	1.6	(4 cyl)	Auto-L4	2WD	Gasoline	FA	B5	6HYXV01.6MW5	small car	6	N/A	25	33	28	36.9633	8	yes
HYUNDAI Accent	1.6	(4 cyl)	Man-5	2WD	Gasoline	FA	B5	6HYXV01.6MW5	small car	6	N/A	27	32	29	39.1252	8	yes
HYUNDAI Azera	3.8	(6 cyl)	Auto-L5	2WD	Gasoline	CA	U2	6HYXV03.8TW5	large car	7	N/A	17	26	20	26.0815	6	yes
HYUNDAI Azera	3.8	(6 cyl)	Auto-L5	2WD	Gasoline	FA	B5	6HYXV03.8TW5	large car	6	N/A	17	26	20	26.0815	6	no
HYUNDAI Elantra	2	(4 cyl)	Auto-L4	2WD	Gasoline	CA	S2	6HYXV02.0XPC	midsize car	9.5	N/A	21	29	24	32.006	7	yes
HYUNDAI Elantra	2	(4 cyl)	Auto-L4	2WD	Gasoline	CA	S2	6HYXV02.0XPC	midsize car	9.5	N/A	21	29	24	32.0731	7	yes
HYUNDAI Elantra	2	(4 cyl)	Auto-L4	2WD	Gasoline	FA	B4	6HYXV02.0XW4	midsize car	7	N/A	21	29	24	32.0731	7	yes
HYUNDAI Elantra	2	(4 cyl)	Man-5	2WD	Gasoline	FA	B4	6HYXV02.0XW4	midsize car	7	N/A	23	31	26	34.7079	8	yes
HYUNDAI Elantra	2	(4 cyl)	Auto-L4	2WD	Gasoline	CA	U2	6HYXV02.0XW4	midsize car	7	N/A	21	29	24	32.0731	7	yes
HYUNDAI Elantra	2	(4 cyl)	Man-5	2WD	Gasoline	CA	U2	6HYXV02.0XW4	midsize car	7	N/A	23	31	26	34.7079	8	yes
HYUNDAI Santa Fe	2.7	(6 cyl)	Auto-L4	2WD	Gasoline	FA	B5	6HYXT02.7SM5	SUV	6	N/A	17	23	19	25.3001	5	no
HYUNDAI Santa Fe	2.7	(6 cyl)	Auto-L4	4WD	Gasoline	FA	B5	6HYXT02.7SM5	SUV	6	N/A	16	21	18	23.5213	5	no
HYUNDAI Santa Fe	2.7	(6 cyl)	Auto-L4	2WD	Gasoline	CA	L2	6HYXT02.7SM5	SUV	6	N/A	17	23	19	25.3001	5	no
HYUNDAI Santa Fe	2.7	(6 cyl)	Auto-L4	4WD	Gasoline	CA	L2	6HYXT02.7SM5	SUV	6	N/A	16	21	18	23.5213	5	no
HYUNDAI Santa Fe	3.5	(6 cyl)	Auto-L5	2WD	Gasoline	FA	B5	6HYXT03.5MM5	SUV	6	N/A	16	22	18	23.0678	5	no
HYUNDAI Santa Fe	3.5	(6 cyl)	Auto-L5	4WD	Gasoline	FA	B5	6HYXT03.5MM5	SUV	6	N/A	15	21	17	22.074	4	no
HYUNDAI Santa Fe	3.5	(6 cyl)	Auto-L5	2WD	Gasoline	CA	L2	6HYXT03.5MM5	SUV	6	N/A	16	22	18	23.0678	5	no
HYUNDAI Santa Fe	3.5	(6 cyl)	Auto-L5	4WD	Gasoline	CA	L2	6HYXT03.5MM5	SUV	6	N/A	15	21	17	22.074	4	no
HYUNDAI Santa Fe	2.4	(4 cyl)	Auto-L4	2WD	Gasoline	FA	B9	6HYXT02.4S9F	SUV	2	N/A	18	24	20	26.4081	6	no
HYUNDAI Santa Fe	2.4	(4 cyl)	Man-5	2WD	Gasoline	FA	B9	6HYXT02.4S9F	SUV	2	N/A	18	25	20	26.5441	6	no
HYUNDAI Sonata	2.4	(4 cyl)	Auto-L4	2WD	Gasoline	CA	U2	6HYXV02.4NW5	large car	7	N/A	21	30	24	31.9808	7	yes
HYUNDAI Sonata	2.4	(4 cyl)	Man-5	2WD	Gasoline	CA	U2	6HYXV02.4NW5	large car	7	N/A	21	31	25	32.6876	7	yes
HYUNDAI Sonata	3.3	(6 cyl)	Auto-L5	2WD	Gasoline	CA	U2	6HYXV03.3FW5	large car	7	N/A	18	27	21	27.7707	6	yes
HYUNDAI Sonata	2.4	(4 cyl)	Auto-L4	2WD	Gasoline	FA	B5	6HYXV02.4NW5	large car	6	N/A	21	30	24	31.9808	7	yes
HYUNDAI Sonata	2.4	(4 cyl)	Man-5	2WD	Gasoline	FA	B5	6HYXV02.4NW5	large car	6	N/A	21	31	25	32.6876	7	yes
HYUNDAI Sonata	3.3	(6 cyl)	Auto-L5	2WD	Gasoline	FA	B5	6HYXV03.3FW5	large car	6	N/A	18	27	21	27.7707	6	no
HYUNDAI Tiburon	2	(4 cyl)	Auto-L4	2WD	Gasoline	CA	ULEV	6HYXV02.0CU9	small car	3	N/A	19	27	22	28.8544	6	no
HYUNDAI Tiburon	2	(4 cyl)	Man-5	2WD	Gasoline	CA	ULEV	6HYXV02.0CU9	small car	3	N/A	21	28	23	30.6558	7	no
HYUNDAI Tiburon	2	(4 cyl)	Auto-L4	2WD	Gasoline	FA	B9	6HYXV02.0CU9	small car	2	N/A	19	27	22	28.8544	6	no
HYUNDAI Tiburon	2	(4 cyl)	Man-5	2WD	Gasoline	FA	B9	6HYXV02.0CU9	small car	2	N/A	21	28	23	30.6558	7	no
HYUNDAI Tiburon	2.7	(6 cyl)	Man-6	2WD	Gasoline	FA	B9	6HYXV02.7KL9	small car	2	N/A	16	24	19	24.7721	5	no
HYUNDAI Tiburon	2.7	(6 cyl)	Auto-L4	2WD	Gasoline	FA	B9	6HYXV02.7KL9	small car	2	N/A	17	24	19	25.2464	5	no
HYUNDAI Tiburon	2.7	(6 cyl)	Man-5	2WD	Gasoline	FA	B9	6HYXV02.7KL9	small car	2	N/A	17	24	20	25.6055	6	no
HYUNDAI Tiburon	2.7	(6 cyl)	Man-6	2WD	Gasoline	CA	LEV	6HYXV02.7KL9	small car	2	N/A	16	24	19	24.7721	5	no
HYUNDAI Tiburon	2.7	(6 cyl)	Auto-L4	2WD	Gasoline	CA	LEV	6HYXV02.7KL9	small car	2	N/A	17	24	19	25.2464	5	no
HYUNDAI Tiburon	2.7	(6 cyl)	Man-5	2WD	Gasoline	CA	LEV	6HYXV02.7KL9	small car	2	N/A	17	24	20	25.6055	6	no
HYUNDAI Tucson	2.7	(6 cyl)	Auto-L4	2WD	Gasoline	FA	B5	6HYXT02.7JM5	SUV	6	N/A	18	24	20	25.8546	6	no
HYUNDAI Tucson	2.7	(6 cyl)	Auto-L4	2WD	Gasoline	FA	B5	6HYXT02.7JM5	SUV	6	N/A	17	23	19	24.8765	5	no
HYUNDAI Tucson	2.7	(6 cyl)	Auto-L4	2WD	Gasoline	CA	L2	6HYXT02.7JM5	SUV	6	N/A	18	24	20	25.8546	6	no
HYUNDAI Tucson	2.7	(6 cyl)	Auto-L4	2WD	Gasoline	CA	L2	6HYXT02.7JM5	SUV	6	N/A	17	23	19	24.8765	5	no
HYUNDAI Tucson	2	(4 cyl)	Auto-L4	2WD	Gasoline	CA	ULEV	6HYXT02.0JU9	SUV	3	N/A	19	25	22	28.175	6	no
HYUNDAI Tucson	2	(4 cyl)	Man-5	2WD	Gasoline	CA	ULEV	6HYXT02.0JU9	SUV	3	N/A	20	25	22	28.5296	6	no
HYUNDAI Tucson	2	(4 cyl)	Auto-L4	2WD	Gasoline	FA	B9	6HYXT02.0JU9	SUV	2	N/A	19	25	22	28.175	6	no
HYUNDAI Tucson	2	(4 cyl)	Man-5	2WD	Gasoline	FA	B9	6HYXT02.0JU9	SUV	2	N/A	20	25	22	28.5296	6	no
HYUNDAI Tucson	2	(4 cyl)	Man-5	2WD	Gasoline	FA	B9	6HYXT02.0JV9	SUV	2	N/A	19	24	21	27.0872	6	no
HYUNDAI Tucson	2	(4 cyl)	Man-5	2WD	Gasoline	CA	ULEV	6HYXT02.0JV9	SUV	2	N/A	19	24	21	27.0872	6	no
INFINITI FX35	3.5	(6 cyl)	Auto-S5	2WD	Gasoline	FA	B5	6NSXT03.5G7A	SUV	6	N/A	15	22	18	22.9081	5	no
INFINITI FX35	3.5	(6 cyl)	Auto-S5	4WD	Gasoline	FA	B5	6NSXT03.5G7A	SUV	6	N/A	15	20	17	21.271	4	no
INFINITI FX35	3.5	(6 cyl)	Auto-S5	2WD	Gasoline	CA	L2	6NSXT03.5G7A	SUV	6	N/A	15	22	18	22.9081	5	no
INFINITI FX35	3.5	(6 cyl)	Auto-S5	4WD	Gasoline	CA	L2	6NSXT03.5G7A	SUV	6	N/A	15	20	17	21.271	4	no
INFINITI FX45	4.5	(8 cyl)	Auto-S5	4WD	Gasoline	FA	B5	6NSXT04.5G8A	SUV	6	N/A	13	17	15	18.616	3	no
INFINITI FX45	4.5	(8 cyl)	Auto-S5	4WD	Gasoline	CA	L2	6NSXT04.5G8A	SUV	6	N/A	13	17	15	18.616	3	no
INFINITI G35	3.5	(6 cyl)	Auto-S5	4WD	Gasoline	FA	B5	6NSXV03.5G7C	small car	6	N/A	16	22	18	23.0686	5	no
INFINITI G35	3.5	(6 cyl)	Auto-S5	2WD	Gasoline	FA	B5	6NSXV03.5G7A	small car	6	N/A	17	23	19	24.5593	5	no
INFINITI G35	3.5	(6 cyl)	Man-6	2WD	Gasoline	FA	B5	6NSXV03.5G7A	small car	6	N/A	17	24	20	25.7362	6	no
INFINITI G35	3.5	(6 cyl)	Auto-S5	4WD	Gasoline	CA	L2	6NSXV03.5G7C	small car	6	N/A	16	22	18	23.0686	5	no
INFINITI G35	3.5	(6 cyl)	Auto-S5	2WD	Gasoline	CA	L2	6NSXV03.5G7A	small car	6	N/A	17	23	19	24.5593	5	no
INFINITI G35	3.5	(6 cyl)	Man-6	2WD	Gasoline	CA	L2	6NSXV03.5G7A	small car	6	N/A	17	24	20	25.7362	6	no
INFINITI M35	3.5	(6 cyl)	Auto-S5	2WD	Gasoline	FA	B5	6NSXV03.5G7C	large car	6	N/A	16	23	18	23.8797	5	no
INFINITI M35	3.5	(6 cyl)	Auto-S5	2WD	Gasoline	CA	L2	6NSXV03.5G7C	large car	6	N/A	16	23	18	23.8797	5	no
INFINITI M35X	3.5	(6 cyl)	Auto-S5	4WD	Gasoline	FA	B5	6NSXV03.5G7C	large car	6	N/A	16	22	18	23.1733	5	no
INFINITI M35X	3.5	(6 cyl)	Auto-S5	4WD	Gasoline	CA	L2	6NSXV03.5G7C	large car	6	N/A	16	22	18	23.1733	5	no
INFINITI M45	4.5	(8 cyl)	Auto-S5	2WD	Gasoline	FA	B5	6NSXV04.5G8A	large car	6	N/A	16	21	18	22.9551	5	no
INFINITI M45	4.5	(8 cyl)	Auto-S5	2WD	Gasoline	CA	L2	6NSXV04.5G8A	large car	6	N/A	16	21	18	22.9551	5	no
INFINITI Q45	4.5	(8 cyl)	Auto-S5	2WD	Gasoline	FA	B5	6NSXV04.5G8B	midsize car	6	N/A	16	22	18	23.3254	5	no
INFINITI Q45	4.5	(8 cyl)	Auto-S5	2WD	Gasoline	CA	L2	6NSXV04.5G8B	midsize car	6	N/A	16	22	18	23.3254	5	no
INFINITI Q45 Sport	4.5	(8 cyl)	Auto-S5	2WD	Gasoline	FA	B5	6NSXV04.5G8B	midsize car	6	N/A	15	22	18	23.0876	5	no
INFINITI Q45 Sport	4.5	(8 cyl)	Auto-S5	2WD	Gasoline	CA	L2	6NSXV04.5G8B	midsize car	6	N/A	15	22	18	23.0876	5	no
INFINITI QX56	5.6	(8 cyl)	Auto-L5	2WD	Gasoline	FA	B8	6NSXT05.6P9A	SUV	3	N/A	12	18	14	17.9596	2	no
INFINITI QX56	5.6	(8 cyl)	Auto-L5	4WD	Gasoline	FA	B8	6NSXT05.6P9A	SUV	3	N/A	12	17	14	17.2875	2	no
INFINITI QX56	5.6	(8 cyl)	Auto-L5	2WD	Gasoline	CA	B8	6NSXT05.6P9A	SUV	3	N/A	12	18	14	17.9596	2	no
INFINITI QX56	5.6	(8 cyl)	Auto-L5	4WD	Gasoline	CA	B8	6NSXT05.6P9A	SUV	3	N/A	12	17	14	17.2875	2	no
ISUZU Ascender	4.2	(6 cyl)	Auto-L4	2WD	Gasoline	FC	B4	6GMXT04.2186	SUV	7	N/A	14	20	16	21.1321	4	no
ISUZU Ascender	4.2	(6 cyl)	Auto-L4	4WD	Gasoline	FC	B4	6GMXT04.2186	SUV	7	N/A	14	20	16	20.5816	4	no
ISUZU Ascender	4.2	(6 cyl)	Auto-L4	2WD	Gasoline	FA	B5	6GMXT04.2185	SUV	6	N/A	14	20	16	21.1321	4	no
ISUZU Ascender	4.2	(6 cyl)	Auto-L4	4WD	Gasoline	FA	B5	6GMXT04.2185	SUV	6	N/A	14	20	16	20.5816	4	no
ISUZU Ascender	4.2	(6 cyl)	Auto-L4	2WD	Gasoline	FC	B8	6GMXT04.2187	SUV	3	N/A	14	19	15	19.824	3	no
ISUZU Ascender	4.2	(6 cyl)	Auto-L4	4WD	Gasoline	FC	B8	6GMXT04.2187	SUV	3	N/A	14	19	16	20.1152	4	no
ISUZU Ascender	5.3	(8 cyl)	Auto-L4	2WD	Gasoline	FC	B8	6GMXT06.0387	SUV	3	N/A	14	19	16	20.5662	4	no
ISUZU Ascender	5.3	(8 cyl)	Auto-L4	4WD	Gasoline	FC	B8	6GMXT06.0387	SUV	3	N/A	13	18	15	19.3547	3	no
ISUZU I-280	2.8	(4 cyl)	Auto-L4	2WD	Gasoline	FA	B5	6GMXT02.8189	pickup	6	N/A	15	22	17	22.5962	4	no
ISUZU I-280	2.8	(4 cyl)	Man-5	2WD	Gasoline	FA	B5	6GMXT02.8189	pickup	6	N/A	18	25	21	26.7826	6	no
ISUZU I-280	2.8	(4 cyl)	Auto-L4	2WD	Gasoline	CA	L2	6GMXT02.8189	pickup	6	N/A	15	22	17	22.5962	4	no
ISUZU I-280	2.8	(4 cyl)	Man-5	2WD	Gasoline	CA	L2	6GMXT02.8189	pickup	6	N/A	18	25	21	26.7826	6	no
ISUZU I-350	3.5	(5 cyl)	Auto-L4	4WD	Gasoline	FC	B9	6GMXT03.5187	pickup	2	N/A	16	21	17	22.6082	4	no
JAGUAR S-Type	3	(6 cyl)	Auto-L6	2WD	Gasoline	CA	U2	6JCXV03.0DNK	midsize car	7	N/A	17	26	20	25.8873	6	yes
JAGUAR S-Type	4.2	(8 cyl)	Auto-L6	2WD	Gasoline	CA	U2	6JCXV04.2DNK	midsize car	7	N/A	16	24	19	24.3839	5	no
JAGUAR S-Type	3	(6 cyl)	Auto-L6	2WD	Gasoline	FA	B5	6JCXV03.0DNK	midsize car	6	N/A	17	26	20	25.8873	6	no
JAGUAR S-Type	4.2	(8 cyl)	Auto-L6	2WD	Gasoline	FA	B5	6JCXV04.2DSK	midsize car	6	N/A	15	22	17	22.569	4	no
JAGUAR S-Type	4.2	(8 cyl)	Auto-L6	2WD	Gasoline	FA	B5	6JCXV04.2DNK	midsize car	6	N/A	16	24	19	24.3839	5	no
JAGUAR S-Type	4.2	(8 cyl)	Auto-L6	2WD	Gasoline	CA	L2	6JCXV04.2DSK	midsize car	6	N/A	15	22	17	22.569	4	no
JAGUAR Super V8	4.2	(8 cyl)	Auto-L6	2WD	Gasoline	FA	B5	6JCXV04.2DSK	large car	6	N/A	15	22	18	22.6572	5	no
JAGUAR Super V8	4.2	(8 cyl)	Auto-L6	2WD	Gasoline	CA	L2	6JCXV04.2DSK	large car	6	N/A	15	22	18	22.6572	5	no
JAGUAR VDP	4.2	(8 cyl)	Auto-L6	2WD	Gasoline	CA	U2	6JCXV04.2DNK	large car	7	N/A	16	25	19	24.6718	5	no
JAGUAR VDP	4.2	(8 cyl)	Auto-L6	2WD	Gasoline	FA	B5	6JCXV04.2DNK	large car	6	N/A	16	25	19	24.6718	5	no
JAGUAR X-Type	3	(6 cyl)	Auto-L5	4WD	Gasoline	CA	U2	6JCXV03.0DNH	midsize car	7	N/A	15	21	17	22.5334	4	no
JAGUAR X-Type	3	(6 cyl)	Man-5	4WD	Gasoline	CA	U2	6JCXV03.0DNH	midsize car	7	N/A	16	24	19	24.1083	5	no
JAGUAR X-Type	3	(6 cyl)	Auto-L5	4WD	Gasoline	CA	U2	6JCXV03.0DNH	small car	7	N/A	16	22	18	23.6017	5	no
JAGUAR X-Type	3	(6 cyl)	Man-5	4WD	Gasoline	CA	U2	6JCXV03.0DNH	small car	7	N/A	16	24	19	24.6315	5	no
JAGUAR X-Type	3	(6 cyl)	Auto-L5	4WD	Gasoline	FA	B5	6JCXV03.0DNH	midsize car	6	N/A	15	21	17	22.5334	4	no
JAGUAR X-Type	3	(6 cyl)	Man-5	4WD	Gasoline	FA	B5	6JCXV03.0DNH	midsize car	6	N/A	16	24	19	24.1083	5	no
JAGUAR X-Type	3	(6 cyl)	Auto-L5	4WD	Gasoline	FA	B5	6JCXV03.0DNH	small car	6	N/A	16	22	18	23.6017	5	no
JAGUAR X-Type	3	(6 cyl)	Man-5	4WD	Gasoline	FA	B5	6JCXV03.0DNH	small car	6	N/A	16	24	19	24.6315	5	no
JAGUAR XJ8	4.2	(8 cyl)	Auto-L6	2WD	Gasoline	CA	U2	6JCXV04.2DNK	large car	7	N/A	16	25	19	24.9437	5	no
JAGUAR XJ8	4.2	(8 cyl)	Auto-L6	2WD	Gasoline	FA	B5	6JCXV04.2DNK	large car	6	N/A	16	25	19	24.9437	5	no
JAGUAR XJ8L	4.2	(8 cyl)	Auto-L6	2WD	Gasoline	CA	U2	6JCXV04.2DNK	large car	7	N/A	16	25	19	24.9437	5	no
JAGUAR XJ8L	4.2	(8 cyl)	Auto-L6	2WD	Gasoline	FA	B5	6JCXV04.2DNK	large car	6	N/A	16	25	19	24.9437	5	no
JAGUAR XJR	4.2	(8 cyl)	Auto-L6	2WD	Gasoline	FA	B5	6JCXV04.2DSK	large car	6	N/A	15	22	18	22.6572	5	no
JAGUAR XJR	4.2	(8 cyl)	Auto-L6	2WD	Gasoline	CA	L2	6JCXV04.2DSK	large car	6	N/A	15	22	18	22.6572	5	no
JAGUAR XK8	4.2	(8 cyl)	Auto-L6	2WD	Gasoline	FA	B5	6JCXV04.2DN9	small car	6	N/A	16	24	19	23.991	5	no
JAGUAR XK8	4.2	(8 cyl)	Auto-L6	2WD	Gasoline	CA	L2	6JCXV04.2DN9	small car	6	N/A	16	24	19	23.991	5	no
JAGUAR XK8 Convertible	4.2	(8 cyl)	Auto-L6	2WD	Gasoline	FA	B5	6JCXV04.2DN9	small car	6	N/A	16	24	19	23.991	5	no
JAGUAR XK8 Convertible	4.2	(8 cyl)	Auto-L6	2WD	Gasoline	CA	L2	6JCXV04.2DN9	small car	6	N/A	16	24	19	23.991	5	no
JAGUAR XKR	4.2	(8 cyl)	Auto-L6	2WD	Gasoline	FA	B9	6JCXV04.2DSA	small car	2	N/A	15	22	17	22.6138	4	no
JAGUAR XKR	4.2	(8 cyl)	Auto-L6	2WD	Gasoline	CA	LEV	6JCXV04.2DSA	small car	2	N/A	15	22	17	22.6138	4	no
JAGUAR XKR Convertible	4.2	(8 cyl)	Auto-L6	2WD	Gasoline	FA	B9	6JCXV04.2DSA	small car	2	N/A	15	22	17	22.6138	4	no
JAGUAR XKR Convertible	4.2	(8 cyl)	Auto-L6	2WD	Gasoline	CA	LEV	6JCXV04.2DSA	small car	2	N/A	15	22	17	22.6138	4	no
JEEP Cherokee	3.7	(6 cyl)	Auto-L4	2WD	Gasoline	FA	B5	6CRXT03.7NE0	SUV	6	N/A	15	21	17	22.3617	4	no
JEEP Cherokee	3.7	(6 cyl)	Man-6	2WD	Gasoline	FA	B5	6CRXT03.7NE0	SUV	6	N/A	16	20	17	22.5264	4	no
JEEP Cherokee	3.7	(6 cyl)	Auto-L4	4WD	Gasoline	FA	B5	6CRXT03.7NE0	SUV	6	N/A	15	20	17	21.9861	4	no
JEEP Cherokee	3.7	(6 cyl)	Man-6	4WD	Gasoline	FA	B5	6CRXT03.7NE0	SUV	6	N/A	16	20	17	22.5264	4	no
JEEP Cherokee	3.7	(6 cyl)	Auto-L4	2WD	Gasoline	CA	L2	6CRXT0226N70	SUV	6	N/A	15	21	17	22.3617	4	no
JEEP Cherokee	3.7	(6 cyl)	Man-6	2WD	Gasoline	CA	L2	6CRXT0226N70	SUV	6	N/A	16	20	17	22.5264	4	no
JEEP Cherokee	3.7	(6 cyl)	Auto-L4	4WD	Gasoline	CA	L2	6CRXT0226N70	SUV	6	N/A	15	20	17	21.9861	4	no
JEEP Cherokee	3.7	(6 cyl)	Man-6	4WD	Gasoline	CA	L2	6CRXT0226N70	SUV	6	N/A	16	20	17	22.5264	4	no
JEEP Cherokee	2.8	(4 cyl)	Auto-L5	4WD	diesel	FA	B10	6CRXT02.82RX	SUV	1	N/A	19	23	21	27.1931	5	no
JEEP Commander	3.7	(6 cyl)	Auto-L5	2WD	Gasoline	FA	B8	6CRXT03.75J0	SUV	3	N/A	14	18	16	20.4511	4	no
JEEP Commander	3.7	(6 cyl)	Auto-L5	4WD	Gasoline	FA	B8	6CRXT03.75J0	SUV	3	N/A	14	18	16	20.1111	4	no
JEEP Commander	3.7	(6 cyl)	Auto-L5	2WD	Gasoline	CA	B8	6CRXT03.75J0	SUV	3	N/A	14	18	16	20.4511	4	no
JEEP Commander	3.7	(6 cyl)	Auto-L5	4WD	Gasoline	CA	B8	6CRXT03.75J0	SUV	3	N/A	14	18	16	20.1111	4	no
